Time [s]	Force [kN]	Displacement [m]
-2.144458217424047297e-01	3.636435291026543504e-02	1.511511511511511507e+01
-1.935472040510194947e-01	4.593206041903501874e-02	1.513513513513513509e+01
-1.725503727708382062e-01	5.534764041101275511e-02	1.515515515515515510e+01
-1.514640821011065119e-01	6.460864925490569788e-02	1.517517517517517511e+01
-1.302970789591494094e-01	7.371297754713949935e-02	1.519519519519519513e+01
-1.090581002742622430e-01	8.265883672038908114e-02	1.521521521521521514e+01
-8.775587037693399761e-02	9.144474461630326678e-02	1.523523523523523515e+01
-6.639909869701315914e-02	1.000695131053002951e-01	1.525525525525525516e+01
-4.499647711299932518e-02	1.085322323114446957e-01	1.527527527527527518e+01
-2.355667802009229345e-02	1.168322589387312677e-01	1.529529529529529519e+01
-2.088351783573909326e-03	1.249692010212137688e-01	1.531531531531531520e+01
1.939987516389791652e-02	1.329429046614472032e-01	1.533533533533533522e+01
4.089940239334238781e-02	1.407534418164058110e-01	1.535535535535535523e+01
6.240165772904286701e-02	1.484010945560873540e-01	1.537537537537537524e+01
8.389809873312809030e-02	1.558863445772826484e-01	1.539539539539539525e+01
1.053802149299284119e-01	1.632098599025306185e-01	1.541541541541541527e+01
1.268395296439429609e-01	1.703724803027753532e-01	1.543543543543543528e+01
1.482676013472216392e-01	1.773752084112512895e-01	1.545545545545545529e+01
1.696560258575471880e-01	1.842191967016326426e-01	1.547547547547547531e+01
1.909964379784847288e-01	1.909057337239435936e-01	1.549549549549549532e+01
2.122805126205241089e-01	1.974362368356053221e-01	1.551551551551551533e+01
2.334999669912658504e-01	2.038122404650370423e-01	1.553553553553553535e+01
2.546465622535364348e-01	2.100353826059581652e-01	1.555555555555555536e+01
2.757121043264130211e-01	2.161073989528970452e-01	1.557557557557557537e+01
2.966884460054107775e-01	2.220301127374555705e-01	1.559559559559559538e+01
3.175674886726753687e-01	2.278054235066237776e-01	1.561561561561561540e+01
3.383411833108150857e-01	2.334352989422402713e-01	1.563563563563563541e+01
3.590015318245998177e-01	2.389217689632200936e-01	1.565565565565565542e+01
3.795405891572353196e-01	2.442669161482184104e-01	1.567567567567567544e+01
3.999504646074356073e-01	2.494728661885925181e-01	1.569569569569569545e+01
4.202233225364018776e-01	2.545417841869363484e-01	1.571571571571571546e+01
4.403513845429212759e-01	2.594758668252198364e-01	1.573573573573573547e+01
4.603269309721755853e-01	2.642773346180811167e-01	1.575575575575575549e+01
4.801423018474747506e-01	2.689484264991435225e-01	1.577577577577577550e+01
4.997898982740527352e-01	2.734913954928964164e-01	1.579579579579579551e+01
5.192621844080262949e-01	2.779085022772242453e-01	1.581581581581581553e+01
5.385516887385559670e-01	2.822020089222903039e-01	1.583583583583583554e+01
5.576510048255255425e-01	2.863741764966411529e-01	1.585585585585585555e+01
5.765527934812264554e-01	2.904272598699326746e-01	1.587587587587587556e+01
5.952497842495625413e-01	2.943635026873622218e-01	1.589589589589589558e+01
6.137347763175055038e-01	2.981851341340731598e-01	1.591591591591591559e+01
6.320006399845748968e-01	3.018943661533012301e-01	1.593593593593593560e+01
6.500403185920284876e-01	3.054933895941168709e-01	1.595595595595595562e+01
6.678468299508143469e-01	3.089843701965955813e-01	1.597597597597597563e+01
6.854132669853352233e-01	3.123694473087249013e-01	1.599599599599599564e+01
7.027327998990929858e-01	3.156507309442255216e-01	1.601601601601601743e+01
7.197986777771969713e-01	3.188302989591696446e-01	1.603603603603603744e+01
7.366042297911851167e-01	3.219101946737358833e-01	1.605605605605605746e+01
7.531428661086849718e-01	3.248924259014491223e-01	1.607607607607607747e+01
7.694080801780266432e-01	3.277789627757150548e-01	1.609609609609609748e+01
7.853934502939535767e-01	3.305717356098147319e-01	1.611611611611611750e+01
8.010926405455004451e-01	3.332726336550113633e-01	1.613613613613613751e+01
8.164994020731402014e-01	3.358835042734277798e-01	1.615615615615615752e+01
8.316075751908813540e-01	3.384061516334190278e-01	1.617617617617617753e+01
8.464110911195210640e-01	3.408423351235158605e-01	1.619619619619619755e+01
8.609039728005920544e-01	3.431937686638835139e-01	1.621621621621621756e+01
8.750803361463548313e-01	3.454621202264709368e-01	1.623623623623623757e+01
8.889343922479966409e-01	3.476490110714330339e-01	1.625625625625625759e+01
9.024604490808924018e-01	3.497560147682141074e-01	1.627627627627627760e+01
9.156529125199224239e-01	3.517846566736038127e-01	1.629629629629629761e+01
9.285062871470348700e-01	3.537364137818891918e-01	1.631631631631631763e+01
9.410151788217265834e-01	3.556127143349482878e-01	1.633633633633633764e+01
9.531742960718347923e-01	3.574149373539043939e-01	1.635635635635635765e+01
9.649784516152416503e-01	3.591444121896562036e-01	1.637637637637637766e+01
9.764225627165431520e-01	3.608024184957708824e-01	1.639639639639639768e+01
9.875016537446508202e-01	3.623901861619732157e-01	1.641641641641641769e+01
9.982108574879933194e-01	3.639088951468484878e-01	1.643643643643643770e+01
1.008545417038149816e+00	3.653596751421870348e-01	1.645645645645645772e+01
1.018500686064940597e+00	3.667436055486333335e-01	1.647647647647647773e+01
1.028072130837022868e+00	3.680617155482672209e-01	1.649649649649649774e+01
1.037255331823405236e+00	3.693149841398173372e-01	1.651651651651651775e+01
1.046045985554805435e+00	3.705043398763497864e-01	1.653653653653653777e+01
1.054439905143953471e+00	3.716306608289219326e-01	1.655655655655655778e+01
1.062433021652667842e+00	3.726947746459290389e-01	1.657657657657657779e+01
1.070021386029835542e+00	3.736974586875248527e-01	1.659659659659659781e+01
1.077201170711034939e+00	3.746394397661698683e-01	1.661661661661661782e+01
1.083968670459123373e+00	3.755213940773824977e-01	1.663663663663663783e+01
1.090320303269513014e+00	3.763439472062183877e-01	1.665665665665665784e+01
1.096252612453777919e+00	3.771076742216008526e-01	1.667667667667667786e+01
1.101762267990727739e+00	3.778130993704642004e-01	1.669669669669669787e+01
1.106846067555856017e+00	3.784606959257397207e-01	1.671671671671671788e+01
1.111500937219484175e+00	3.790508861357941850e-01	1.673673673673673790e+01
1.115723933434887627e+00	3.795840411761640110e-01	1.675675675675675791e+01
1.119512244288712433e+00	3.800604807363056614e-01	1.677677677677677792e+01
1.122863190529613364e+00	3.804804727464546343e-01	1.679679679679679793e+01
1.125774226205876971e+00	3.808442332529389240e-01	1.681681681681681795e+01
1.128242940482022671e+00	3.811519261664286784e-01	1.683683683683683796e+01
1.130267058824339532e+00	3.814036626656732154e-01	1.685685685685685797e+01
1.131844443920697163e+00	3.815995007973839726e-01	1.687687687687687799e+01
1.132973096291606474e+00	3.817394452917133862e-01	1.689689689689689800e+01
1.133651156172627683e+00	3.818234468146860516e-01	1.691691691691691801e+01
1.133876904093050975e+00	3.818513985857264759e-01	1.693693693693693803e+01
1.133648764867643877e+00	3.817373313515358690e-01	1.695695695695695804e+01
1.132965340022135781e+00	3.813956189287818210e-01	1.697697697697697805e+01
1.131825440122364190e+00	3.808256689788960259e-01	1.699699699699699806e+01
1.130228088528956620e+00	3.800269931821922964e-01	1.701701701701701808e+01
1.128172522179911930e+00	3.789992100076698955e-01	1.703703703703703809e+01
1.125658192465434970e+00	3.777420451504315269e-01	1.705705705705705810e+01
1.122684765750314950e+00	3.762553317928714058e-01	1.707707707707707812e+01
1.119252124036977047e+00	3.745390109362025099e-01	1.709709709709709813e+01
1.115360365413427202e+00	3.725931316244276426e-01	1.711711711711711814e+01
1.111009804397752321e+00	3.704178511165900911e-01	1.713713713713713815e+01
1.106200972304238528e+00	3.680134350698332502e-01	1.715715715715715817e+01
1.100934617333193311e+00	3.653802575843106970e-01	1.717717717717717818e+01
1.095211704776262174e+00	3.625188013058450176e-01	1.719719719719719819e+01
1.089033416957172484e+00	3.594296573963001729e-01	1.721721721721721821e+01
1.082401153109037173e+00	3.561135254722326282e-01	1.723723723723723822e+01
1.075316529340469840e+00	3.525712135879488507e-01	1.725725725725725823e+01
1.067781378154522010e+00	3.488036379949749910e-01	1.727727727727727824e+01
1.059797748198933354e+00	3.448118230171806076e-01	1.729729729729729826e+01
1.051367903858754005e+00	3.405969008470909332e-01	1.731731731731731827e+01
1.042494324459874777e+00	3.361601111476514858e-01	1.733733733733733828e+01
1.033179703883333911e+00	3.315028008593809417e-01	1.735735735735735830e+01
1.023426949679484110e+00	3.266264237574561524e-01	1.737737737737737831e+01
1.013239182112303904e+00	3.215325399738659939e-01	1.739739739739739832e+01
1.002619733534051871e+00	3.162228156847398663e-01	1.741741741741741833e+01
9.915721470157272677e-01	3.106990224255776201e-01	1.743743743743743835e+01
9.801001753372782233e-01	3.049630365863530423e-01	1.745745745745745836e+01
9.682077799907721216e-01	2.990168389131000470e-01	1.747747747747747837e+01
9.558991294174994380e-01	2.928625136264637052e-01	1.749749749749749839e+01
9.431785979743926296e-01	2.865022479049103010e-01	1.751751751751751840e+01
9.300507643999971208e-01	2.799383311177124911e-01	1.753753753753753841e+01
9.165204098950335831e-01	2.731731538652307778e-01	1.755755755755755843e+01
9.025925169456184838e-01	2.662092073905232281e-01	1.757757757757757844e+01
8.882722671399930769e-01	2.590490824877104692e-01	1.759759759759759845e+01
8.735650394081044823e-01	2.516954686217662274e-01	1.761761761761761846e+01
8.584764083575473492e-01	2.441511530964876331e-01	1.763763763763763848e+01
8.430121416916160904e-01	2.364190197635220592e-01	1.765765765765765849e+01
8.271781985977906260e-01	2.285020482166092715e-01	1.767767767767767850e+01
8.109807273043936338e-01	2.204033125699108309e-01	1.769769769769769852e+01
7.944260626323850216e-01	2.121259802339064970e-01	1.771771771771771853e+01
7.775207240647290519e-01	2.036733109500785122e-01	1.773773773773773854e+01
7.602714126866233491e-01	1.950486552610257440e-01	1.775775775775775855e+01
7.426850091189881597e-01	1.862554534772080939e-01	1.777777777777777857e+01
7.247685706941576766e-01	1.772972342647928523e-01	1.779779779779779858e+01
7.065293285703595494e-01	1.681776132028938164e-01	1.781781781781781859e+01
6.879746853828055952e-01	1.589002916091168394e-01	1.783783783783783861e+01
6.691122117641346012e-01	1.494690547997812868e-01	1.785785785785785862e+01
6.499496439604607323e-01	1.398877708979443801e-01	1.787787787787787863e+01
6.304948804185570577e-01	1.301603891269925983e-01	1.789789789789789864e+01
6.107559787537072404e-01	1.202909382945676620e-01	1.791791791791791866e+01
5.907411527971155873e-01	1.102835253162718354e-01	1.793793793793793867e+01
5.704587688598127260e-01	1.001423333476204047e-01	1.795795795795795868e+01
5.499173429951880188e-01	8.987162041530806500e-02	1.797797797797797870e+01
5.291255369891456617e-01	7.947571741228685871e-02	1.799799799799799871e+01
5.080921553977745253e-01	6.895902661660130439e-02	1.801801801801801872e+01
4.868261416746193504e-01	5.832601975502368225e-02	1.803803803803803874e+01
4.653365746525374158e-01	4.758123624398272189e-02	1.805805805805805875e+01
4.436326650125257953e-01	3.672928142397692552e-02	1.807807807807807876e+01
4.217237512057373516e-01	2.577482452058270715e-02	1.809809809809809877e+01
3.996192961104959029e-01	1.472259697296197933e-02	1.811811811811811879e+01
3.773288826621505887e-01	3.577390248789266702e-03	1.813813813813813880e+01
3.548622081849286958e-01	-7.566687888825046442e-03	1.815815815815815881e+01
3.322290426403722297e-01	-1.854839566086910474e-02	1.817817817817817883e+01
3.094391721610598167e-01	-2.936039142576908623e-02	1.819819819819819884e+01
2.865023882669633370e-01	-3.999871225260142465e-02	1.821821821821821885e+01
2.634284840685627849e-01	-5.045986633474800614e-02	1.823823823823823886e+01
2.402272511557148049e-01	-6.074081684322008012e-02	1.825825825825825888e+01
2.169084761074534518e-01	-7.083896275211311322e-02	1.827827827827827889e+01
1.934819376608592767e-01	-8.075212174712854962e-02	1.829829829829829890e+01
1.699574035318750509e-01	-9.047851090933990703e-02	1.831831831831831892e+01
1.463446277839299814e-01	-1.000167283838093724e-01	1.833833833833833893e+01
1.226533480176925373e-01	-1.093657351883858819e-01	1.835835835835835894e+01
9.889328276310897781e-02	-1.185248349596635525e-01	1.837837837837837895e+01
7.507412921503969772e-02	-1.274936580410776232e-01	1.839839839839839897e+01
5.120556046189513044e-02	-1.362721399195324090e-01	1.841841841841841898e+01
2.729722370521804262e-02	-1.448605054884048171e-01	1.843843843843843899e+01
3.358737689170783469e-03	-1.532592511409223146e-01	1.845845845845845901e+01
-2.060030942283580524e-02	-1.614691242035905250e-01	1.847847847847847902e+01
-4.457036159941345915e-02	-1.694911099650360797e-01	1.849849849849849903e+01
-6.854189751940031883e-02	-1.773264134249642743e-01	1.851851851851851904e+01
-9.250543231269672817e-02	-1.849764398132924259e-01	1.853853853853853906e+01
-1.164515188335454032e-01	-1.924427842440780689e-01	1.855855855855855907e+01
-1.403707502771831539e-01	-1.997272139568306570e-01	1.857857857857857908e+01
-1.642537616805024581e-01	-2.068316507811535643e-01	1.859859859859859910e+01
-1.880912309967923968e-01	-2.137581620047476205e-01	1.861861861861861911e+01
-2.118738816352652710e-01	-2.205089442818060352e-01	1.863863863863863912e+01
-2.355924838143574895e-01	-2.270863087391919166e-01	1.865865865865865914e+01
-2.592378556488523778e-01	-2.334926719992665989e-01	1.867867867867867915e+01
-2.828008654730032045e-01	-2.397305425927310496e-01	1.869869869869869916e+01
-3.062724331163699798e-01	-2.458025081621501851e-01	1.871871871871871917e+01
-3.296435310632056526e-01	-2.517112274128274207e-01	1.873873873873873919e+01
-3.529051866279172556e-01	-2.574594184199427982e-01	1.875875875875875920e+01
-3.760484831201093558e-01	-2.630498479940228118e-01	1.877877877877877921e+01
-3.990645611407470650e-01	-2.684853247586180824e-01	1.879879879879879923e+01
-4.219446206436727187e-01	-2.737686889711055116e-01	1.881881881881881924e+01
-4.446799219874786324e-01	-2.789028041953672266e-01	1.883883883883883925e+01
-4.672617874225119539e-01	-2.838905512483228533e-01	1.885885885885885926e+01
-4.896816030342150405e-01	-2.887348195436820752e-01	1.887887887887887928e+01
-5.119308197199384791e-01	-2.934385008573007769e-01	1.889889889889889929e+01
-5.340009548749965473e-01	-2.980044839880836016e-01	1.891891891891891930e+01
-5.558835942231942218e-01	-3.024356476942584582e-01	1.893893893893893932e+01
-5.775703927711279828e-01	-3.067348560788700218e-01	1.895895895895895933e+01
-5.990530766487456305e-01	-3.109049540385867560e-01	1.897897897897897934e+01
-6.203234448748824459e-01	-3.149487616937682311e-01	1.899899899899899935e+01
-6.413733703199923086e-01	-3.188690709473805951e-01	1.901901901901901937e+01
-6.621948016284291416e-01	-3.226686418460804617e-01	1.903903903903903938e+01
-6.827797650003424312e-01	-3.263501982952036196e-01	1.905905905905905939e+01
-7.031203651765187690e-01	-3.299164254471101954e-01	1.907907907907907941e+01
-7.232087873449424276e-01	-3.333699670339582699e-01	1.909909909909909942e+01
-7.430372990288404145e-01	-3.367134221684872641e-01	1.911911911911911943e+01
-7.625982511411222298e-01	-3.399493432800031467e-01	1.913913913913913944e+01
-7.818840797208143067e-01	-3.430802343893261108e-01	1.915915915915915946e+01
-8.008873079946218221e-01	-3.461085488586282399e-01	1.917917917917917947e+01
-8.196005476482011165e-01	-3.490366876667289620e-01	1.919919919919919948e+01
-8.380165001684098947e-01	-3.518669984775399384e-01	1.921921921921921950e+01
-8.561279590925285898e-01	-3.546017742160577635e-01	1.923923923923923951e+01
-8.739278116800838214e-01	-3.572432516965769467e-01	1.925925925925925952e+01
-8.914090397580931580e-01	-3.597936111384396618e-01	1.927927927927927954e+01
-9.085647220749906161e-01	-3.622549753971976982e-01	1.929929929929929955e+01
-9.253880361686587230e-01	-3.646294092245851437e-01	1.931931931931931956e+01
-9.418722595866005909e-01	-3.669189187449771183e-01	1.933933933933933957e+01
-9.580107713000455272e-01	-3.691254512872583216e-01	1.935935935935935959e+01
-9.737970539842734086e-01	-3.712508951530933410e-01	1.937937937937937960e+01
-9.892246959533023132e-01	-3.732970793162573298e-01	1.939939939939939961e+01
-1.004287391897047410e+00	-3.752657733312723676e-01	1.941941941941941963e+01
-1.018978944909874063e+00	-3.771586874605857287e-01	1.943943943943943964e+01
-1.033293268496350059e+00	-3.789774728002323623e-01	1.945945945945945965e+01
-1.047224388581064591e+00	-3.807237213303496515e-01	1.947947947947947966e+01
-1.060766444030229794e+00	-3.823989659488472581e-01	1.949949949949949968e+01
-1.073913688896147578e+00	-3.840046808688519220e-01	1.951951951951951969e+01
-1.086660494277759792e+00	-3.855422819415236235e-01	1.953953953953953970e+01
-1.099001350416372924e+00	-3.870131269222999992e-01	1.955955955955955972e+01
-1.110930867158306690e+00	-3.884185155405520118e-01	1.957957957957957973e+01
-1.122443776016975647e+00	-3.897596899866968556e-01	1.959959959959959974e+01
-1.133534932087415292e+00	-3.910378353748496516e-01	1.961961961961961975e+01
-1.144199316141100375e+00	-3.922540800721580623e-01	1.963963963963963977e+01
-1.154432035249627564e+00	-3.934094958132448028e-01	1.965965965965965978e+01
-1.164228324277068127e+00	-3.945050980612646585e-01	1.967967967967967979e+01
-1.173583548133772636e+00	-3.955418466067731065e-01	1.969969969969969981e+01
-1.182493203560262884e+00	-3.965206457838971188e-01	1.971971971971971982e+01
-1.190952920155448957e+00	-3.974423446395786708e-01	1.973973973973973983e+01
-1.198958461226329320e+00	-3.983077371038311054e-01	1.975975975975975985e+01
-1.206505726327619543e+00	-3.991175625854004316e-01	1.977977977977977986e+01
-1.213590752650197890e+00	-3.998725060305029499e-01	1.979979979979979987e+01
-1.220209716417016033e+00	-4.005731980427411631e-01	1.981981981981981988e+01
-1.226358933394088746e+00	-4.012202149404624496e-01	1.983983983983983990e+01
-1.232034861279307281e+00	-4.018140791355749863e-01	1.985985985985985991e+01
-1.237234100991898345e+00	-4.023552590796605766e-01	1.987987987987987992e+01
-1.241953398151550925e+00	-4.028441691829677818e-01	1.989989989989989994e+01
-1.246189643479663101e+00	-4.032811698074617035e-01	1.991991991991991995e+01
-1.249939874908394533e+00	-4.036665673454984393e-01	1.993993993993993996e+01
-1.253201278833589338e+00	-4.040006140005258373e-01	1.995995995995995997e+01
-1.255971191512861074e+00	-4.042835074295589859e-01	1.997997997997997999e+01
-1.258247099406061942e+00	-4.045153906999352511e-01	2.000000000000000000e+01
